=== GigRadar Artist Enrichment — Last.fm ===

Loading artists from DynamoDB...
  29,393 artists loaded

Processing 29,393 artists


  [13,401/29,392] (45.6%) | Enriched: 8151 | Genres: 5614 | Bios: 4858 | Not found: 5250   
  [13,501/29,392] (45.9%) | Enriched: 8204 | Genres: 5652 | Bios: 4892 | Not found: 5297   
  [13,601/29,392] (46.3%) | Enriched: 8263 | Genres: 5698 | Bios: 4935 | Not found: 5338   
  [13,701/29,392] (46.6%) | Enriched: 8324 | Genres: 5737 | Bios: 4969 | Not found: 5377   
  [13,801/29,392] (47.0%) | Enriched: 8372 | Genres: 5768 | Bios: 4999 | Not found: 5429   
  [13,901/29,392] (47.3%) | Enriched: 8435 | Genres: 5811 | Bios: 5036 | Not found: 5466   
  [14,001/29,392] (47.6%) | Enriched: 8498 | Genres: 5851 | Bios: 5076 | Not found: 5503   
  [14,101/29,392] (48.0%) | Enriched: 8556 | Genres: 5893 | Bios: 5113 | Not found: 5545   
  [14,201/29,392] (48.3%) | Enriched: 8615 | Genres: 5935 | Bios: 5147 | Not found: 5586   
  [14,301/29,392] (48.7%) | Enriched: 8677 | Genres: 5975 | Bios: 5187 | Not found: 5624   
  [14,401/29,392] (49.0%) | Enriched: 8741 | Genres: 6019 | Bios: 5231 | Not found: 5660   
  [14,501/29,392] (49.3%) | Enriched: 8802 | Genres: 6055 | Bios: 5260 | Not found: 5699   
  [14,601/29,392] (49.7%) | Enriched: 8869 | Genres: 6104 | Bios: 5304 | Not found: 5732   
  [14,701/29,392] (50.0%) | Enriched: 8923 | Genres: 6140 | Bios: 5335 | Not found: 5778   
  [14,801/29,392] (50.4%) | Enriched: 8982 | Genres: 6185 | Bios: 5376 | Not found: 5819   
  [14,901/29,392] (50.7%) | Enriched: 9043 | Genres: 6235 | Bios: 5419 | Not found: 5858   
  [15,001/29,392] (51.0%) | Enriched: 9103 | Genres: 6276 | Bios: 5450 | Not found: 5898   
  [15,101/29,392] (51.4%) | Enriched: 9168 | Genres: 6318 | Bios: 5488 | Not found: 5933   
  [15,201/29,392] (51.7%) | Enriched: 9236 | Genres: 6365 | Bios: 5532 | Not found: 5965   
  [15,301/29,392] (52.1%) | Enriched: 9295 | Genres: 6404 | Bios: 5566 | Not found: 6006   
  [15,401/29,392] (52.4%) | Enriched: 9357 | Genres: 6450 | Bios: 5609 | Not found: 6044   
  [15,501/29,392] (52.7%) | Enriched: 9417 | Genres: 6489 | Bios: 5645 | Not found: 6084   
  [15,601/29,392] (53.1%) | Enriched: 9475 | Genres: 6530 | Bios: 5675 | Not found: 6126   
  [15,701/29,392] (53.4%) | Enriched: 9532 | Genres: 6570 | Bios: 5710 | Not found: 6169   
  [15,801/29,392] (53.8%) | Enriched: 9600 | Genres: 6621 | Bios: 5752 | Not found: 6201   
  [15,901/29,392] (54.1%) | Enriched: 9663 | Genres: 6665 | Bios: 5789 | Not found: 6238   
  [16,001/29,392] (54.4%) | Enriched: 9725 | Genres: 6712 | Bios: 5829 | Not found: 6276   
  [16,101/29,392] (54.8%) | Enriched: 9770 | Genres: 6735 | Bios: 5852 | Not found: 6331   
  [16,201/29,392] (55.1%) | Enriched: 9835 | Genres: 6773 | Bios: 5884 | Not found: 6366   
  [16,301/29,392] (55.5%) | Enriched: 9888 | Genres: 6815 | Bios: 5919 | Not found: 6413   
  [16,401/29,392] (55.8%) | Enriched: 9943 | Genres: 6861 | Bios: 5960 | Not found: 6458   
  [16,501/29,392] (56.1%) | Enriched: 10003 | Genres: 6905 | Bios: 6004 | Not found: 6498   
  [16,601/29,392] (56.5%) | Enriched: 10057 | Genres: 6948 | Bios: 6043 | Not found: 6544   
  [16,701/29,392] (56.8%) | Enriched: 10115 | Genres: 6988 | Bios: 6073 | Not found: 6586   
