=== GigRadar Artist Enrichment — Last.fm ===

Loading artists from DynamoDB...
  26,085 artists loaded

Processing 26,085 artists


  [7,401/26,085] (28.4%) | Enriched: 4311 | Genres: 3004 | Bios: 2622 | Not found: 3090   
  [7,501/26,085] (28.8%) | Enriched: 4366 | Genres: 3038 | Bios: 2654 | Not found: 3135   
  [7,601/26,085] (29.1%) | Enriched: 4414 | Genres: 3072 | Bios: 2681 | Not found: 3187   
  [7,701/26,085] (29.5%) | Enriched: 4474 | Genres: 3115 | Bios: 2713 | Not found: 3227   
  [7,801/26,085] (29.9%) | Enriched: 4540 | Genres: 3158 | Bios: 2750 | Not found: 3261   
  [7,901/26,085] (30.3%) | Enriched: 4592 | Genres: 3199 | Bios: 2789 | Not found: 3309   
  [8,001/26,085] (30.7%) | Enriched: 4647 | Genres: 3243 | Bios: 2823 | Not found: 3354   
  [8,101/26,085] (31.1%) | Enriched: 4702 | Genres: 3281 | Bios: 2854 | Not found: 3399   
  [8,201/26,085] (31.4%) | Enriched: 4764 | Genres: 3326 | Bios: 2897 | Not found: 3437   
  [8,301/26,085] (31.8%) | Enriched: 4826 | Genres: 3366 | Bios: 2934 | Not found: 3475   
  [8,401/26,085] (32.2%) | Enriched: 4884 | Genres: 3411 | Bios: 2976 | Not found: 3517   
  [8,501/26,085] (32.6%) | Enriched: 4938 | Genres: 3447 | Bios: 3007 | Not found: 3563   
  [8,601/26,085] (33.0%) | Enriched: 5000 | Genres: 3496 | Bios: 3049 | Not found: 3601   
  [8,701/26,085] (33.4%) | Enriched: 5059 | Genres: 3533 | Bios: 3081 | Not found: 3642   
  [8,801/26,085] (33.7%) | Enriched: 5117 | Genres: 3571 | Bios: 3120 | Not found: 3684   
  [8,901/26,085] (34.1%) | Enriched: 5179 | Genres: 3612 | Bios: 3155 | Not found: 3722   
  [9,001/26,085] (34.5%) | Enriched: 5231 | Genres: 3642 | Bios: 3181 | Not found: 3770   
  [9,101/26,085] (34.9%) | Enriched: 5285 | Genres: 3675 | Bios: 3209 | Not found: 3816   
  [9,201/26,085] (35.3%) | Enriched: 5335 | Genres: 3711 | Bios: 3239 | Not found: 3866   
  [9,301/26,085] (35.7%) | Enriched: 5385 | Genres: 3751 | Bios: 3270 | Not found: 3916   
  [9,401/26,085] (36.0%) | Enriched: 5438 | Genres: 3785 | Bios: 3298 | Not found: 3963   
  [9,501/26,085] (36.4%) | Enriched: 5489 | Genres: 3822 | Bios: 3328 | Not found: 4012   
  [9,601/26,085] (36.8%) | Enriched: 5548 | Genres: 3866 | Bios: 3366 | Not found: 4053   
  [9,701/26,085] (37.2%) | Enriched: 5609 | Genres: 3903 | Bios: 3398 | Not found: 4092   
  [9,801/26,085] (37.6%) | Enriched: 5666 | Genres: 3940 | Bios: 3433 | Not found: 4135   
  [9,901/26,085] (38.0%) | Enriched: 5722 | Genres: 3980 | Bios: 3465 | Not found: 4179   
  [10,001/26,085] (38.3%) | Enriched: 5784 | Genres: 4019 | Bios: 3500 | Not found: 4217   
  [10,101/26,085] (38.7%) | Enriched: 5839 | Genres: 4054 | Bios: 3528 | Not found: 4262   
  [10,201/26,085] (39.1%) | Enriched: 5902 | Genres: 4099 | Bios: 3568 | Not found: 4299   
  [10,301/26,085] (39.5%) | Enriched: 5956 | Genres: 4137 | Bios: 3602 | Not found: 4345   
  [10,401/26,085] (39.9%) | Enriched: 6011 | Genres: 4176 | Bios: 3634 | Not found: 4390   
  [10,501/26,085] (40.3%) | Enriched: 6068 | Genres: 4214 | Bios: 3669 | Not found: 4433   
  [10,601/26,085] (40.6%) | Enriched: 6126 | Genres: 4258 | Bios: 3703 | Not found: 4475   
  [10,701/26,085] (41.0%) | Enriched: 6182 | Genres: 4301 | Bios: 3739 | Not found: 4519   
  [10,801/26,085] (41.4%) | Enriched: 6242 | Genres: 4346 | Bios: 3775 | Not found: 4559   
  [10,901/26,085] (41.8%) | Enriched: 6293 | Genres: 4380 | Bios: 3803 | Not found: 4608   
  [11,001/26,085] (42.2%) | Enriched: 6347 | Genres: 4414 | Bios: 3832 | Not found: 4654   
  [11,101/26,085] (42.6%) | Enriched: 6398 | Genres: 4448 | Bios: 3856 | Not found: 4703   
  [11,201/26,085] (42.9%) | Enriched: 6453 | Genres: 4483 | Bios: 3888 | Not found: 4748   
